Category,City,Country,Customer ID,Customer Name,Discount (bin),Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Sales Period,Segment,Ship Date,Ship Mode,State,Sub-Category,Year-Month,Discount,Profit,Quantity,Sales,Year
Office Supplies,Lewiston,United States,SE-20110,Sanjit Engle,0.20,11-04-2011,US-2011-121734,83501,OFF-BI-10004817,GBC Personal VeloBind Strips,West,4578,1,Consumer,16-04-2011,Standard Class,Idaho,Binders,01-04-2011,0.2,3.3544,1,9.584,2011
Office Supplies,Las Vegas,United States,RD-19480,Rick Duston,0.20,21-05-2014,US-2014-166688,89115,OFF-BI-10004040,Wilson Jones Impact Binders,West,9143,1,Consumer,27-05-2014,Standard Class,Nevada,Binders,01-05-2014,0.2,3.0044,2,8.288,2014
Office Supplies,Las Vegas,United States,NW-18400,Natalie Webber,0.20,21-11-2012,CA-2012-115511,89115,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,3370,1,Consumer,25-11-2012,Standard Class,Nevada,Binders,01-11-2012,0.2,23.1168,4,66.048,2012
Office Supplies,Las Vegas,United States,AM-10705,Anne McFarland,0.20,20-09-2012,CA-2012-151470,89115,OFF-BI-10004040,Wilson Jones Impact Binders,West,8437,1,Consumer,26-09-2012,Standard Class,Nevada,Binders,01-09-2012,0.2,16.5242,11,45.584,2012
Office Supplies,Carlsbad,United States,MS-17365,Maribeth Schnelling,0.20,18-11-2013,CA-2013-150658,88220,OFF-BI-10004140,Avery Non-Stick Binders,West,5115,1,Consumer,23-11-2013,Standard Class,New Mexico,Binders,01-11-2013,0.2,3.3675,3,10.776,2013
Office Supplies,Clovis,United States,TS-21505,Tony Sayre,0.20,19-09-2014,CA-2014-166856,88101,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,West,5412,1,Consumer,23-09-2014,Standard Class,New Mexico,Binders,01-09-2014,0.2,3.528,7,10.08,2014
Office Supplies,Springfield,United States,TP-21130,Theone Pippenger,0.20,14-04-2012,CA-2012-116841,97477,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,West,9600,1,Consumer,18-04-2012,Standard Class,Oregon,Appliances,01-04-2012,0.2,2.6406,1,35.208,2012
Office Supplies,Springfield,United States,JA-15970,Joseph Airdo,0.20,17-09-2011,CA-2011-131947,97477,OFF-AR-10001473,Newell 313,West,7598,1,Consumer,22-09-2011,Standard Class,Oregon,Art,01-09-2011,0.2,0.4592,2,5.248,2011
Office Supplies,Salem,United States,TB-21250,Tim Brockman,0.20,08-12-2011,CA-2011-129364,97301,OFF-PA-10001569,Xerox 232,West,3671,1,Consumer,13-12-2011,Standard Class,Oregon,Paper,01-12-2011,0.2,3.6288,2,10.368,2011
Office Supplies,Springfield,United States,JA-15970,Joseph Airdo,0.20,17-09-2011,CA-2011-131947,97477,OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,West,7599,1,Consumer,22-09-2011,Standard Class,Oregon,Art,01-09-2011,0.2,4.782,3,38.256,2011
Office Supplies,Medford,United States,JH-15430,Jennifer Halladay,0.20,25-02-2011,US-2011-137680,97504,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,5513,1,Consumer,02-03-2011,Standard Class,Oregon,Paper,01-02-2011,0.2,7.6869,3,22.776,2011
Office Supplies,Salem,United States,TB-21250,Tim Brockman,0.20,08-12-2011,CA-2011-129364,97301,OFF-ST-10001031,Adjustable Personal File Tote,West,3672,1,Consumer,13-12-2011,Standard Class,Oregon,Storage,01-12-2011,0.2,2.9304,3,39.072,2011
Office Supplies,Redmond,United States,WB-21850,William Brown,0.20,10-08-2012,US-2012-156496,97756,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,West,6646,1,Consumer,16-08-2012,Standard Class,Oregon,Appliances,01-08-2012,0.2,15.0156,4,133.472,2012
Office Supplies,Medford,United States,JH-15430,Jennifer Halladay,0.20,25-02-2011,US-2011-137680,97504,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,5512,1,Consumer,02-03-2011,Standard Class,Oregon,Paper,01-02-2011,0.2,11.1024,4,32.896,2011
Office Supplies,Salem,United States,TB-21250,Tim Brockman,0.20,08-12-2011,CA-2011-129364,97301,OFF-LA-10004409,Avery 492,West,3670,1,Consumer,13-12-2011,Standard Class,Oregon,Labels,01-12-2011,0.2,3.744,5,11.52,2011
Office Supplies,Springfield,United States,JA-15970,Joseph Airdo,0.20,17-09-2011,CA-2011-131947,97477,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,West,7600,1,Consumer,22-09-2011,Standard Class,Oregon,Paper,01-09-2011,0.2,13.078,5,40.24,2011
Office Supplies,Salem,United States,TB-21250,Tim Brockman,0.20,08-12-2011,CA-2011-129364,97301,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,West,3668,1,Consumer,13-12-2011,Standard Class,Oregon,Supplies,01-12-2011,0.2,-2.6025,5,13.88,2011
Office Supplies,Springfield,United States,JA-15970,Joseph Airdo,0.20,17-09-2011,CA-2011-131947,97477,OFF-PA-10003039,Xerox 1960,West,7602,1,Consumer,22-09-2011,Standard Class,Oregon,Paper,01-09-2011,0.2,46.47,6,148.704,2011
Office Supplies,Springfield,United States,JK-16090,Juliana Krohn,0.20,03-10-2014,CA-2014-141117,97477,OFF-SU-10004664,Acme Softgrip Scissors,West,5786,1,Consumer,09-10-2014,Standard Class,Oregon,Supplies,01-10-2014,0.2,4.3956,6,39.072,2014
Office Supplies,Springfield,United States,JK-16090,Juliana Krohn,0.20,03-10-2014,CA-2014-141117,97477,OFF-AR-10003727,Berol Giant Pencil Sharpener,West,5788,1,Consumer,09-10-2014,Standard Class,Oregon,Art,01-10-2014,0.2,10.7037,7,95.144,2014
Office Supplies,Springfield,United States,SE-20110,Sanjit Engle,0.20,25-11-2011,US-2011-107993,97477,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,West,6362,1,Consumer,30-11-2011,Standard Class,Oregon,Art,01-11-2011,0.2,8.2901,7,51.016,2011
Office Supplies,Gresham,United States,CL-12565,Clay Ludtke,0.20,10-09-2011,CA-2011-125731,97030,OFF-EN-10003072,Peel & Seel Envelopes,West,7525,1,Consumer,16-09-2011,Standard Class,Oregon,Envelopes,01-09-2011,0.2,7.6048,7,21.728,2011
Office Supplies,Salem,United States,TB-21250,Tim Brockman,0.20,08-12-2011,CA-2011-129364,97301,OFF-LA-10001569,Avery 499,West,3665,1,Consumer,13-12-2011,Standard Class,Oregon,Labels,01-12-2011,0.2,9.0636,7,27.888,2011
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,0.20,14-03-2011,CA-2011-114510,84321,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,4681,1,Consumer,19-03-2011,Standard Class,Utah,Binders,01-03-2011,0.2,20.1656,2,62.048,2011
Office Supplies,Salt Lake City,United States,DO-13435,Denny Ordway,0.20,20-08-2014,US-2014-100398,84106,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",West,8806,1,Consumer,24-08-2014,Standard Class,Utah,Binders,01-08-2014,0.2,37.236,3,102.72,2014
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,0.20,14-03-2011,CA-2011-114510,84321,OFF-BI-10001617,GBC Wire Binding Combs,West,4677,1,Consumer,19-03-2011,Standard Class,Utah,Binders,01-03-2011,0.2,11.1672,4,33.088,2011
Office Supplies,Pasco,United States,MC-17845,Michael Chen,0.20,11-11-2014,US-2014-128447,99301,OFF-BI-10001543,GBC VeloBinder Manual Binding System,West,7327,1,Consumer,18-11-2014,Standard Class,Washington,Binders,01-11-2014,0.2,10.0772,1,28.792,2014
Office Supplies,Seattle,United States,Co-12640,Corey-Lock,0.20,02-08-2012,CA-2012-147501,98105,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,West,4644,1,Consumer,06-08-2012,Standard Class,Washington,Binders,01-08-2012,0.2,2.1492,2,6.368,2012
Office Supplies,Seattle,United States,EB-14170,Evan Bailliet,0.20,29-09-2011,CA-2011-111962,98115,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,West,9730,1,Consumer,04-10-2011,Standard Class,Washington,Binders,01-09-2011,0.2,3.14,2,10.048,2011
Office Supplies,Bellevue,United States,AB-10165,Alan Barnes,0.20,06-12-2014,CA-2014-131212,98006,OFF-BI-10001617,GBC Wire Binding Combs,West,3434,1,Consumer,10-12-2014,Standard Class,Washington,Binders,01-12-2014,0.2,8.3754,3,24.816,2014
Office Supplies,Edmonds,United States,BD-11770,Bryan Davis,0.20,11-09-2013,CA-2013-165918,98026,OFF-BI-10004826,JM Magazine Binder,West,8618,1,Consumer,15-09-2013,Standard Class,Washington,Binders,01-09-2013,0.2,13.8684,3,39.624,2013
Office Supplies,Edmonds,United States,BD-11770,Bryan Davis,0.20,11-09-2013,CA-2013-165918,98026,OFF-BI-10004364,Storex Dura Pro Binders,West,8616,1,Consumer,15-09-2013,Standard Class,Washington,Binders,01-09-2013,0.2,4.455,3,14.256,2013
Office Supplies,Seattle,United States,CC-12220,Chris Cortes,0.20,09-07-2013,CA-2013-155474,98105,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",West,3256,1,Consumer,15-07-2013,Standard Class,Washington,Binders,01-07-2013,0.2,6.03,3,19.296,2013
Office Supplies,Seattle,United States,GH-14425,Gary Hwang,0.20,17-06-2011,CA-2011-144414,98105,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,West,6818,1,Consumer,21-06-2011,Standard Class,Washington,Binders,01-06-2011,0.2,1061.5722,3,3266.376,2011
Office Supplies,Seattle,United States,RO-19780,Rose O'Brian,0.20,12-05-2012,CA-2012-162607,98115,OFF-BI-10002949,Prestige Round Ring Binders,West,6261,1,Consumer,18-05-2012,Standard Class,Washington,Binders,01-05-2012,0.2,4.9248,3,14.592,2012
Office Supplies,Seattle,United States,SF-20200,Sarah Foster,0.20,13-09-2013,CA-2013-128811,98103,OFF-BI-10000301,GBC Instant Report Kit,West,6727,1,Consumer,17-09-2013,Standard Class,Washington,Binders,01-09-2013,0.2,7.764,4,20.704,2013
Office Supplies,Seattle,United States,MM-17260,Magdelene Morse,0.20,28-05-2011,CA-2011-108861,98105,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,8439,1,Consumer,01-06-2011,Standard Class,Washington,Binders,01-05-2011,0.2,51.36,4,136.96,2011
Office Supplies,Seattle,United States,NM-18520,Neoma Murray,0.20,18-08-2013,US-2013-157308,98105,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",West,3350,1,Consumer,22-08-2013,Standard Class,Washington,Binders,01-08-2013,0.2,5.6956,4,15.712,2013
Office Supplies,Redmond,United States,SS-20875,Sung Shariari,0.20,02-09-2014,CA-2014-107909,98052,OFF-BI-10003476,Avery Metallic Poly Binders,West,4333,1,Consumer,07-09-2014,Standard Class,Washington,Binders,01-09-2014,0.2,8.022,5,22.92,2014
Office Supplies,Renton,United States,CK-12205,Chloris Kastensmidt,0.20,22-11-2014,CA-2014-110443,98059,OFF-BI-10001670,Vinyl Sectional Post Binders,West,6363,1,Consumer,26-11-2014,Standard Class,Washington,Binders,01-11-2014,0.2,56.55,5,150.8,2014
Office Supplies,Seattle,United States,BN-11515,Bradley Nguyen,0.20,17-09-2011,CA-2011-103940,98103,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,West,3928,1,Consumer,21-09-2011,Standard Class,Washington,Binders,01-09-2011,0.2,46.3185,5,137.24,2011
Office Supplies,Bellevue,United States,AB-10165,Alan Barnes,0.20,06-12-2014,CA-2014-131212,98006,OFF-BI-10000145,Zipper Ring Binder Pockets,West,3435,1,Consumer,10-12-2014,Standard Class,Washington,Binders,01-12-2014,0.2,5.4288,6,14.976,2014
Office Supplies,Seattle,United States,DK-12895,Dana Kaydos,0.20,13-08-2014,CA-2014-152310,98103,OFF-BI-10004308,Avery Legal 4-Ring Binder,West,8259,1,Consumer,20-08-2014,Standard Class,Washington,Binders,01-08-2014,0.2,37.764,6,100.704,2014
Office Supplies,Seattle,United States,JH-15985,Joseph Holt,0.20,09-08-2011,CA-2011-169726,98103,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,West,3629,1,Consumer,13-08-2011,Standard Class,Washington,Binders,01-08-2011,0.2,643.9825,7,2060.744,2011
Office Supplies,Seattle,United States,RB-19570,Rob Beeghly,0.20,16-09-2013,US-2013-128678,98105,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,4518,1,Consumer,21-09-2013,Standard Class,Washington,Binders,01-09-2013,0.2,15.8158,7,48.664,2013
Office Supplies,Seattle,United States,TT-21070,Ted Trevino,0.20,14-11-2014,CA-2014-122490,98103,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,West,4867,1,Consumer,19-11-2014,Standard Class,Washington,Binders,01-11-2014,0.2,190.0206,11,563.024,2014
Office Supplies,Seattle,United States,SE-20110,Sanjit Engle,0.20,12-06-2013,CA-2013-142405,98103,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,West,5669,1,Consumer,16-06-2013,Standard Class,Washington,Binders,01-06-2013,0.2,17.5448,14,53.984,2013
Office Supplies,Glendale,United States,ND-18370,Natalie DeCherney,0.65,22-10-2014,US-2014-117331,85301,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',West,4558,1,Consumer,29-10-2014,Standard Class,Arizona,Binders,01-10-2014,0.7,-6.5619,1,8.559,2014
Office Supplies,Glendale,United States,FO-14305,Frank Olsen,0.65,09-06-2014,US-2014-107979,85301,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,West,9647,1,Consumer,14-06-2014,Standard Class,Arizona,Binders,01-06-2014,0.7,-48.392,2,72.588,2014
Office Supplies,Phoenix,United States,AB-10105,Adrian Barton,0.65,20-09-2014,CA-2014-153822,85023,OFF-BI-10001460,Plastic Binding Combs,West,6974,1,Consumer,26-09-2014,Standard Class,Arizona,Binders,01-09-2014,0.7,-13.938,4,18.18,2014
Office Supplies,Phoenix,United States,ML-17410,Maris LaWare,0.65,19-07-2014,US-2014-142573,85023,OFF-BI-10003350,Acco Expandable Hanging Binders,West,3918,1,Consumer,24-07-2014,Standard Class,Arizona,Binders,01-07-2014,0.7,-6.1248,4,7.656,2014
Office Supplies,Phoenix,United States,RD-19720,Roger Demir,0.65,09-08-2011,CA-2011-161249,85023,OFF-BI-10001097,Avery Hole Reinforcements,West,7434,1,Consumer,13-08-2011,Standard Class,Arizona,Binders,01-08-2011,0.7,-6.5415,5,9.345,2011
Office Supplies,Phoenix,United States,RP-19390,Resi Pölking,0.65,27-12-2011,CA-2011-148383,85023,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,West,9232,1,Consumer,31-12-2011,Standard Class,Arizona,Binders,01-12-2011,0.7,-694.2936,6,946.764,2011
Office Supplies,Phoenix,United States,EB-13870,Emily Burns,0.65,23-05-2012,US-2012-110569,85023,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,West,3297,1,Consumer,30-05-2012,Standard Class,Arizona,Binders,01-05-2012,0.7,-12.796,7,19.194,2012
Office Supplies,Aurora,United States,ZC-21910,Zuschuss Carroll,0.65,28-09-2012,CA-2012-106978,80013,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,West,4934,1,Consumer,04-10-2012,Standard Class,Colorado,Binders,01-09-2012,0.7,-0.792,2,1.08,2012
Office Supplies,Salem,United States,TB-21250,Tim Brockman,0.65,08-12-2011,CA-2011-129364,97301,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",West,3666,1,Consumer,13-12-2011,Standard Class,Oregon,Binders,01-12-2011,0.7,-4.5192,4,6.456,2011
Office Supplies,Springfield,United States,JK-16090,Juliana Krohn,0.65,03-10-2014,CA-2014-141117,97477,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,5787,1,Consumer,09-10-2014,Standard Class,Oregon,Binders,01-10-2014,0.7,-16.6012,7,22.638,2014
Office Supplies,Gresham,United States,SG-20470,Sheri Gordon,0.65,23-08-2013,CA-2013-130484,97030,OFF-BI-10000088,GBC Imprintable Covers,West,4900,1,Consumer,28-08-2013,Standard Class,Oregon,Binders,01-08-2013,0.7,-18.4464,8,26.352,2013
Technology,Temecula,United States,RD-19585,Rob Dowd,0.00,13-12-2012,CA-2012-157770,92592,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,3291,1,Consumer,15-12-2012,First Class,California,Accessories,01-12-2012,0,15.2208,1,36.24,2012
Technology,Pomona,United States,KH-16510,Keith Herrera,0.00,05-10-2011,CA-2011-152233,91767,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,West,6805,1,Consumer,06-10-2011,First Class,California,Accessories,01-10-2011,0,34.993,2,99.98,2011
Technology,San Francisco,United States,ND-18370,Natalie DeCherney,0.00,20-03-2014,CA-2014-105410,94110,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,4345,1,Consumer,23-03-2014,First Class,California,Accessories,01-03-2014,0,10.9494,2,99.54,2014
Technology,Los Angeles,United States,SS-20410,Shahid Shariari,0.00,15-11-2011,CA-2011-127558,90008,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,West,5019,1,Consumer,18-11-2011,First Class,California,Accessories,01-11-2011,0,146.7693,3,772.47,2011
Technology,Los Angeles,United States,WB-21850,William Brown,0.00,30-06-2014,CA-2014-138149,90049,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,4711,1,Consumer,01-07-2014,First Class,California,Accessories,01-06-2014,0,22.4316,3,62.31,2014
Technology,San Francisco,United States,LC-16870,Lena Cacioppo,0.00,03-05-2012,CA-2012-150770,94109,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,West,7219,1,Consumer,06-05-2012,First Class,California,Accessories,01-05-2012,0,122.3856,4,339.96,2012
Technology,San Francisco,United States,ND-18370,Natalie DeCherney,0.00,20-03-2014,CA-2014-105410,94110,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,West,4346,1,Consumer,23-03-2014,First Class,California,Accessories,01-03-2014,0,85.9828,4,199.96,2014
Technology,Los Angeles,United States,CM-12115,Chad McGuire,0.00,23-12-2014,CA-2014-149699,90008,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,West,8178,1,Consumer,25-12-2014,First Class,California,Accessories,01-12-2014,0,142.485,5,474.95,2014
Technology,Los Angeles,United States,NM-18520,Neoma Murray,0.00,04-12-2013,CA-2013-153598,90045,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,West,5426,1,Consumer,07-12-2013,First Class,California,Accessories,01-12-2013,0,659.98,5,1649.95,2013
Technology,Temecula,United States,RD-19585,Rob Dowd,0.00,13-12-2012,CA-2012-157770,92592,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,3290,1,Consumer,15-12-2012,First Class,California,Accessories,01-12-2012,0,27.3735,5,248.85,2012
Technology,Los Angeles,United States,KD-16270,Karen Daniels,0.00,12-12-2012,CA-2012-110870,90032,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,West,8002,1,Consumer,15-12-2012,First Class,California,Accessories,01-12-2012,0,128.9742,6,299.94,2012
Technology,San Francisco,United States,SG-20470,Sheri Gordon,0.00,28-11-2011,CA-2011-159800,94109,TEC-AC-10003447,Micropad Numeric Keypads,West,5550,1,Consumer,01-12-2011,First Class,California,Accessories,01-11-2011,0,34.9825,7,139.93,2011
Technology,Boise,United States,SC-20380,Shahid Collister,0.00,18-09-2014,CA-2014-142293,83704,TEC-AC-10001109,Logitech Trackman Marble Mouse,West,9726,1,Consumer,21-09-2014,First Class,Idaho,Accessories,01-09-2014,0,37.7874,3,89.97,2014
Technology,Seattle,United States,JW-15955,Joni Wasserman,0.00,22-04-2014,CA-2014-166198,98103,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",West,3713,1,Consumer,25-04-2014,First Class,Washington,Accessories,01-04-2014,0,3.462,1,11.54,2014
Technology,Seattle,United States,ML-18265,Muhammed Lee,0.00,22-09-2014,CA-2014-132262,98103,TEC-AC-10000303,Logitech M510 Wireless Mouse,West,5402,1,Consumer,24-09-2014,First Class,Washington,Accessories,01-09-2014,0,26.3934,2,79.98,2014
Technology,Seattle,United States,ML-18265,Muhammed Lee,0.00,22-09-2014,CA-2014-132262,98103,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,West,5401,1,Consumer,24-09-2014,First Class,Washington,Accessories,01-09-2014,0,15.1158,2,71.98,2014
Technology,Seattle,United States,RB-19360,Raymond Buch,0.00,24-03-2014,CA-2014-140151,98115,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,West,8154,1,Consumer,26-03-2014,First Class,Washington,Copiers,01-03-2014,0,6719.9808,4,13999.96,2014
Technology,Tucson,United States,CT-11995,Carol Triggs,0.20,20-12-2011,CA-2011-138681,85705,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,4691,1,Consumer,22-12-2011,First Class,Arizona,Accessories,01-12-2011,0.2,21.5928,3,71.976,2011
Technology,Mesa,United States,SV-20935,Susan Vittorini,0.20,25-04-2014,CA-2014-116953,85204,TEC-PH-10004614,AT&T 841000 Phone,West,5978,1,Consumer,26-04-2014,First Class,Arizona,Phones,01-04-2014,0.2,34.5,10,552,2014
Technology,Thousand Oaks,United States,RD-19900,Ruben Dartt,0.20,22-03-2012,CA-2012-163440,91360,TEC-PH-10000376,Square Credit Card Reader,West,5803,1,Consumer,24-03-2012,First Class,California,Phones,01-03-2012,0.2,1.1988,2,15.984,2012
Technology,Temecula,United States,RD-19585,Rob Dowd,0.20,13-12-2012,CA-2012-157770,92592,TEC-PH-10001530,Plantronics Voyager Pro Legend,West,3288,1,Consumer,15-12-2012,First Class,California,Phones,01-12-2012,0.2,49.4376,3,494.376,2012
Technology,Oakland,United States,PR-18880,Patrick Ryan,0.20,22-08-2014,US-2014-109253,94601,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,West,3336,1,Consumer,23-08-2014,First Class,California,Phones,01-08-2014,0.2,37.7972,4,431.968,2014
